ordinal	view	build	shoulderHip	waist	evidence
466	full	1.5	?	?	Black cardigan fitted jeans combat boots; cardigan obscures waist.
467	partial	2	?	?	Black botanical collared shirt; hands held over torso and hips cropped.
468	back	?	?	?	Rear shirt view.
469	partial	2	?	?	Black script-print collared shirt jeans; folded arms and loose hem.
470	back	?	?	?	Rear shirt view.
471	partial	3	?	1	Black ruffled mesh neckline top; moderate torso indentation but hip crop.
472	detail	?	?	?	Portrait neckline crop.
473	reject	?	?	?	Repeated ruffle top outfit with posed skirt.
474	reject	?	?	?	Same printed shirt mini outfit fuller crop in475.
475	partial	3	?	?	Camp shirt black mini; hands and skirt obscure waist and hips.
476	partial	1.5	?	?	Botanical tied shirt black trousers; knot shapes waist.
477	reject	?	?	?	Same botanical shirt alternate open pose.
478	reject	?	?	?	Same botanical shirt outfit fully shown in479.
479	full	1.5	?	?	Botanical shirt black flares; loose waist and trouser flare.
480	partial	3	?	?	Studded black denim jacket lace crop fitted trousers; jacket obscures contours.
481	reject	?	?	?	Repeated denim jacket outfit.
482	partial	2	?	?	Black long hoodie mesh crop and skirt; hoodie obscures waist.
483	reject	?	?	?	Repeated long hoodie outfit.
484	reject	?	?	?	Same long hoodie outfit fully shown in485.
485	full	1.5	?	?	Black asymmetric long hoodie jeans sneakers; layers hide contours.
486	partial	1.5	?	?	Black hoodie crop and button skirt; raised arms and layers.
487	partial	2	?	?	Black long hoodie tights; torso layers obscure contours.
488	partial	2	?	?	Bauhaus graphic tee black trousers; loose tee hem.
489	reject	?	?	?	Repeated graphic tee pose.
490	reject	?	?	?	Same graphic tee shown fully in491.
491	full	1.5	?	?	Bauhaus graphic tee skinny trousers combat boots; loose tee obscures waist.
492	back	?	?	?	Rear cardigan view.
493	full	1.5	?	?	Open black cardigan fitted tank skinny jeans; cardigan obscures waist edges.
494	back	?	?	?	Rear cardigan view.
495	detail	?	?	?	Knit detail.
496	reject	?	?	?	Same graphic sweater fully shown in497.
497	full	1.5	?	?	Bauhaus sweater skinny jeans boots; loose sweater hides waist.
498	reject	?	?	?	Same graphic sweater skirt fully shown in499.
499	full	2	?	?	Graphic sweater mini lace socks; loose sweater and skirt hide contour.
500	partial	1.5	?	?	Graphic tee dark trousers; loose tee hem.
501	reject	?	?	?	Repeated graphic tee pose.
502	back	?	?	?	Rear sweater view.
503	reject	?	?	?	Same mesh top mini fully shown in504.
504	full	1.5	?	1	Black fitted mesh neckline top mini; waist indentation but skirt obscures hips.
505	reject	?	?	?	Same mesh neckline top outfit fully shown in506.
506	full	3	?	1	Black fitted top lace midi; waist indentation but skirt volume.
507	detail	?	?	?	Sweater detail crop.
508	partial	3	?	?	Olive graphic sweater black trousers; side pose.
509	partial	1.5	?	?	Olive graphic sweater printed mini; loose sweater.
510	full	1.5	?	?	Olive botanical slit midi; shaped bodice and skirt flare.
511	partial	3	?	1	Olive fitted blouse black trousers; waist indentation but cropped hips.
512	reject	?	?	?	Repeated olive blouse pose.
513	partial	1.5	?	?	Olive blouse black mini; belt and skirt obscure contours.
514	partial	2	?	?	Black double-breasted coat; structured outerwear obscures shape.
515	detail	?	?	?	Coat button detail.
516	full	2	?	?	Black coat patterned tights platform boots; coat obscures contours.
517	partial	1.5	?	?	Open coat corset black trousers; corset and coat conceal body waist.
518	back	?	?	?	Rear graphic hoodie.
519	reject	?	?	?	Side-only hoodie garment pose.
520	partial	2	?	?	Mint sheer tee pleated pink mini; skirt hides hip contours.
521	back	?	?	?	Rear tee skirt outfit.
522	detail	?	?	?	Crop top skirt details missing shoulders.
523	detail	?	?	?	Crop top skirt details missing shoulders.
524	partial	1.5	?	?	Rainbow tee pink mini; loose tee and skirt conceal contours.
525	reject	?	?	?	Repeated rainbow tee outfit.
526	partial	3	?	?	Lilac lace babydoll dress; loose volume hides contours.
527	reject	?	?	?	Repeated lilac babydoll dress.
528	partial	1.5	?	?	Blue lace trim top pleated mini; skirt hides hips.
529	detail	?	?	?	Neckline detail.
530	partial	1.5	?	?	Lilac lace trim top pink ruffled shorts; hip ruffles and oblique pose.
531	detail	?	?	?	Neckline detail.
532	partial	2.5	?	?	Black lace top spotted mini; tie shaping and skirt flare.
533	back	?	?	?	Rear laced top.
534	partial	1.5	?	?	Black sheer babydoll pink dress; loose volume hides body.
535	reject	?	?	?	Repeated sheer babydoll.
536	partial	1.5	?	?	Spotted tank yellow skirt; straight tank drape and hip crop.
537	partial	3	?	?	Spotted tank yellow skirt; raised arms and loose top.
538	partial	3	?	?	Cat cardigan lilac pleated mini; loose layers.
539	partial	1.5	?	?	Cat cardigan pink mini; gathered skirt obscures hips.
540	partial	1.5	?	?	Pink short hoodie mini and legwarmers; layered waist.
541	full	2	?	?	Pink hoodie mini legwarmers; dynamic pose obscures contours.
542	back	?	?	?	Rear tee skirt outfit.
543	reject	?	?	?	Repeated spotted tank yellow mini outfit.
544	detail	?	?	?	Skirt detail.
545	partial	3	?	?	Yellow cropped hoodie skirt; bent pose and layers.
546	partial	3	?	?	Yellow cropped hoodie skirt; fitted skirt but layered upper torso and raised arm.
547	partial	3	?	?	Blue cloud sailor blouse pleated skirt; loose waist and skirt flare.
548	partial	1.5	?	?	Blue cloud sailor blouse pleated skirt; loose layers.
549	partial	1.5	?	1	Mint fitted lace top pink mini; visible torso indentation but peplum skirt.
550	back	?	?	?	Rear mint top.
551	partial	1.5	?	1	White fitted lace tank tiered skirt; torso indentation but ruffled hips.
552	reject	?	?	?	Repeated white tank outfit.
553	partial	3	?	?	Blue sheer tee pink pleated mini; oblique pose and skirt flare.
554	back	?	?	?	Rear tee view.
555	partial	2.5	?	?	Pink sheer tee black pleated mini; hands pulling hem.
556	back	?	?	?	Rear tee skirt.
557	partial	3	?	?	Black sailor crop pleated mini; loose top obscures waist.
558	detail	?	?	?	Skirt detail crop.
559	partial	2.5	?	?	Pink lace bolero dress; hands and skirt conceal axes.
560	partial	3	?	?	Pink lace bolero dress; flared skirt and loose bodice.
561	detail	?	?	?	Jeans detail crops missing upper torso.
562	detail	?	?	?	Jeans detail crops missing upper torso.
563	detail	?	?	?	Jeans detail crops missing upper torso.
564	detail	?	?	?	Jeans detail crops missing upper torso.
565	partial	1.5	?	?	White shirred lace minidress; elastic waist and skirt flare.
566	reject	?	?	?	Repeated white dress pose.
567	reject	?	?	?	Pink colorway of repeated shirred dress.
568	reject	?	?	?	Pink colorway of repeated shirred dress.
569	partial	3	?	?	Pastel graphic sweater ruffled shorts; volume hides contours.
570	back	?	?	?	Rear sweater.
571	partial	1.5	?	?	Lavender print cardigan dress; loose silhouette.
572	back	?	?	?	Rear cardigan dress.
573	partial	3	?	?	Pink graphic top blue skirt; loose waist and skirt flare.
574	back	?	?	?	Rear laced top skirt.
575	partial	1.5	?	?	Blue pink hoodie and skirt; hoodie and skirt volume.
576	back	?	?	?	Rear hoodie and skirt.
577	partial	3	?	?	Lavender fitted set; leaning pose and raised arm obscure proportions.
578	partial	3	?	?	Blue dress over mesh top; held flared skirt hides hips.
579	partial	1.5	?	?	Yellow ruffled check minidress; flared skirt hides hips.
580	reject	?	?	?	Alternate pose of checked dress.
581	partial	1.5	?	?	Yellow tie-front crop and checked skirt; raised arm and flare obscure axes.
582	reject	?	?	?	Alternate full pose of checked separates at 583.
583	full	1.5	?	?	Yellow tied crop and long tiered skirt; skirt volume hides hips.
584	detail	?	?	?	Skirt and sweatshirt detail without shoulders.
585	detail	?	?	?	Skirt and sweatshirt detail without shoulders.
586	partial	1.5	?	?	Mushroom ruffled long dress; flared skirt obscures hips.
587	reject	?	?	?	Short variant repeats mushroom styling.
588	reject	?	?	?	Promotional collage of repeated mushroom dress.
589	reject	?	?	?	Bent pose of repeated mushroom dress.
590	reject	?	?	?	Alternate pose of pinafore retained at 591.
591	full	2.5	?	?	Pink blouse and burgundy long pinafore; full skirt hides hips.
592	reject	?	?	?	Multiple people in promotional image.
593	detail	?	?	?	Waist and skirt detail.
594	reject	?	?	?	Two-person promotional scene.
595	partial	1.5	?	?	Cat print cropped jacket and skirt; layers conceal contours.
596	partial	2.5	?	?	Navy star dress and sheer cape; flared skirt hides hips.
597	back	?	?	?	Rear dress.
598	reject	?	?	?	Alternate pose of star separates at 599.
599	partial	2.5	?	?	Navy blouse and star hem skirt; full skirt obscures hips.
600	reject	?	?	?	Closer pose of moth cardigan retained at 601.
601	full	?	?	?	Wide moth cardigan and black skirt; layered drape obscures build.
602	partial	2	?	?	Black puff sleeve ribbon minidress; sleeves and flare obscure axes.
603	reject	?	?	?	Alternate black dress pose.
604	partial	2.5	?	?	Navy star dress and cape; held skirt conceals hips.
605	reject	?	?	?	Alternate pose of star dress.
606	back	?	?	?	Rear cardigan promotion.
607	full	1.5	?	?	Butterfly cardigan and long skirt; extended arms and flare obscure axes.
608	partial	?	?	?	Oversized tan workwear coat and dark trousers; heavy layers conceal build.
609	reject	?	?	?	Alternate tan coat pose.
610	partial	?	?	?	Cropped puffer and printed miniskirt; puffer volume conceals build.
611	reject	?	?	?	Alternate puffer outfit pose.
612	reject	?	?	?	Closer waistcoat crop retained at 613.
613	partial	2	?	?	Navy waistcoat tie and trousers; hand covers waist and layered vest hides contour.
614	back	?	?	?	Rear star jacket.
615	full	?	?	?	Hooded jacket over long dress; volume and low light obscure build.
616	reject	?	?	?	Alternate burgundy dress pose retained at 617.
617	full	2.5	?	?	Burgundy gathered dress; full skirt hides hips.
618	detail	?	?	?	Trousers detail without shoulders.
619	detail	?	?	?	Trousers detail without shoulders.
620	partial	1.5	?	?	Brown pinafore and cream printed blouse; fabric conceals waist and hips.
621	reject	?	?	?	Repeated pinafore styling.
622	reject	?	?	?	Repeated pinafore styling.
623	back	?	?	?	Rear pinafore.
624	partial	2	?	?	Cream collared shirt and tie with brown trousers; turn and drape obscure axes.
625	reject	?	?	?	Alternate shirt crop.
626	partial	2	?	?	Strawberry cardigan and black skirt; oversized sleeves and skirt hide contours.
627	back	?	?	?	Rear cardigan.
628	reject	?	?	?	Repeated fruit cardigan colorways and poses with same black skirt.
629	reject	?	?	?	Repeated fruit cardigan colorways and poses with same black skirt.
630	reject	?	?	?	Repeated fruit cardigan colorways and poses with same black skirt.
631	reject	?	?	?	Repeated fruit cardigan colorways and poses with same black skirt.
632	reject	?	?	?	Repeated fruit cardigan colorways and poses with same black skirt.
633	reject	?	?	?	Repeated fruit cardigan colorways and poses with same black skirt.
634	reject	?	?	?	Repeated fruit cardigan colorways and poses with same black skirt.
635	reject	?	?	?	Repeated fruit cardigan colorways and poses with same black skirt.
636	reject	?	?	?	Repeated fruit cardigan colorways and poses with same black skirt.
637	back	?	?	?	Rear cardigan.
638	partial	1.5	?	?	Ivory ruffled blouse with black trousers; puff sleeves and shirred waist obscure contours.
639	back	?	?	?	Rear blouse.
640	partial	1.5	?	?	Black corset blouse and velvet skirt; structured cinching prevents waist judgment.
641	back	?	?	?	Rear corset top.
642	partial	1.5	?	?	Red brocade fitted minidress; tailored garment shaping obscures natural indentation.
643	detail	?	?	?	Product-only rear garment.
644	full	1.5	?	?	Black off-shoulder gown; corset shaping and full skirt obscure axes.
645	back	?	?	?	Rear gown.
646	full	?	?	?	Hooded fitted coat over black trousers; coat volume conceals body.
647	back	?	?	?	Rear coat.
648	full	1.5	?	?	Black sheer slit dress; structured bodice and skirt obscure contours.
649	back	?	?	?	Rear dress.
650	full	1.5	?	?	Burgundy corset gown; boning and flared skirt hide axes.
651	back	?	?	?	Rear gown.
652	full	?	?	?	Burgundy formal shirt under black tailored long coat with trousers; layered shaping hides build.
653	back	?	?	?	Rear coat.
654	detail	?	?	?	Lower-body trouser crop without shoulders.
655	detail	?	?	?	Lower-body trouser crop without shoulders.
656	partial	1.5	?	?	Brocade military-style jacket with shaped peplum and trousers; structured jacket hides axes.
657	back	?	?	?	Rear jacket.
658	full	?	?	?	Long fitted black leather coat; rigid material conceals body contours.
659	detail	?	?	?	Product-only coat.
660	partial	1.5	?	?	Black ruched high-neck top and patterned trousers; turned pose and ruching obscure axes.
661	back	?	?	?	Rear top.
662	full	1.5	?	?	Sheer lace longline layer over fitted black separates; overlap hides waist.
663	back	?	?	?	Rear mesh outfit.
664	full	1.5	?	?	Leather waistcoat and trousers with choker and heeled boots; turn and structured vest hide axes.
665	reject	?	?	?	Alternate vest outfit crop.
666	detail	?	?	?	Trouser crops without upper torso.
667	detail	?	?	?	Trouser crops without upper torso.
668	partial	1.5	?	?	Lime striped open knit minidress over black separates; raised arms obscure contours.
669	reject	?	?	?	Alternate striped dress pose.
670	partial	?	?	?	Loose striped open knit sweater and black trousers; drape hides build.
671	reject	?	?	?	Repeated striped sweater poses and colorways.
672	reject	?	?	?	Repeated striped sweater poses and colorways.
673	reject	?	?	?	Repeated striped sweater poses and colorways.
674	partial	2.5	?	?	Black fitted ruched mesh top and patterned skirt; gathered front and crop limit axes.
675	back	?	?	?	Rear mesh outfit.
676	detail	?	?	?	Lower-body skirt or trouser detail without shoulders.
677	detail	?	?	?	Lower-body skirt or trouser detail without shoulders.
678	detail	?	?	?	Lower-body skirt or trouser detail without shoulders.
679	detail	?	?	?	Lower-body skirt or trouser detail without shoulders.
680	full	1.5	?	?	Black ruffle shoulder dress; flared long skirt hides hips.
681	back	?	?	?	Rear dress.
682	partial	1.5	?	?	Black studded sleeveless vest and trousers; rigid vest hides waist.
683	back	?	?	?	Rear vest.
684	reject	?	?	?	Closer view of hooded coat retained at 685.
685	full	?	?	?	Hooded fur-trim cape over dark layered trousers; volume conceals build.
686	partial	1.5	?	?	Black buckled leather minidress; rigid shaping and turn obscure axes.
687	detail	?	?	?	Fabric detail.
688	partial	1.5	?	?	Black flared sleeve crop and velvet trousers with hat; layered waist and angled stance.
689	reject	?	?	?	Alternate crop-top pose.
690	partial	1.5	?	?	Burgundy corset and black trousers; boning obscures waist.
691	detail	?	?	?	Product-only corset.
692	partial	1.5	?	?	Black burgundy shaped jacket with ruffles and skirt; structured cinching obscures axes.
693	back	?	?	?	Rear jacket.
694	full	1.5	?	?	Black slash-panel long dress; dark fabric and slight turn limit contour confidence.
695	back	?	?	?	Rear dress.
696	partial	1.5	?	?	Black collared leather shirt and miniskirt; rigid fitted material obscures axes.
697	back	?	?	?	Rear leather outfit.
698	detail	?	?	?	Trouser-only crop missing shoulders and upper torso.
699	detail	?	?	?	Trouser-only crop missing shoulders and upper torso.
700	detail	?	?	?	Trouser-only crop missing shoulders and upper torso.
701	detail	?	?	?	Trouser-only crop missing shoulders and upper torso.
702	detail	?	?	?	Trouser-only crop missing shoulders and upper torso.
703	detail	?	?	?	Trouser-only crop missing shoulders and upper torso.
704	detail	?	?	?	Trouser-only crop missing shoulders and upper torso.
705	detail	?	?	?	Trouser-only crop missing shoulders and upper torso.
706	detail	?	?	?	Trouser-only crop missing shoulders and upper torso.
707	detail	?	?	?	Trouser-only crop missing shoulders and upper torso.
708	detail	?	?	?	Trouser-only crop missing shoulders and upper torso.
709	detail	?	?	?	Trouser-only crop missing shoulders and upper torso.
710	detail	?	?	?	Trouser-only crop missing shoulders and upper torso.
711	detail	?	?	?	Trouser-only crop missing shoulders and upper torso.
712	detail	?	?	?	Trouser-only crop missing shoulders and upper torso.
713	detail	?	?	?	Trouser-only crop missing shoulders and upper torso.
714	detail	?	?	?	Trouser-only crop missing shoulders and upper torso.
715	detail	?	?	?	Trouser-only crop missing shoulders and upper torso.
716	detail	?	?	?	Trouser-only crop missing shoulders and upper torso.
717	detail	?	?	?	Trouser-only crop missing shoulders and upper torso.
718	detail	?	?	?	Trouser-only crop missing shoulders and upper torso.
719	detail	?	?	?	Trouser-only crop missing shoulders and upper torso.
720	detail	?	?	?	Trouser-only crop missing shoulders and upper torso.
721	detail	?	?	?	Trouser-only crop missing shoulders and upper torso.
722	partial	?	?	?	Shaggy buckled coat with miniskirt and fishnets; coat obscures build.
723	reject	?	?	?	Alternate shaggy coat pose.
724	detail	?	?	?	Lower-body skirt or trouser crop without shoulders.
725	detail	?	?	?	Lower-body skirt or trouser crop without shoulders.
726	detail	?	?	?	Lower-body skirt or trouser crop without shoulders.
727	detail	?	?	?	Lower-body skirt or trouser crop without shoulders.
728	detail	?	?	?	Lower-body skirt or trouser crop without shoulders.
729	detail	?	?	?	Lower-body skirt or trouser crop without shoulders.
730	detail	?	?	?	Lower-body skirt or trouser crop without shoulders.
731	detail	?	?	?	Lower-body skirt or trouser crop without shoulders.
732	detail	?	?	?	Lower-body skirt or trouser crop without shoulders.
733	detail	?	?	?	Lower-body skirt or trouser crop without shoulders.
734	detail	?	?	?	Lower-body skirt or trouser crop without shoulders.
735	detail	?	?	?	Lower-body skirt or trouser crop without shoulders.
736	detail	?	?	?	Lower-body skirt or trouser crop without shoulders.
737	detail	?	?	?	Lower-body skirt or trouser crop without shoulders.
738	detail	?	?	?	Lower-body skirt or trouser crop without shoulders.
739	detail	?	?	?	Lower-body skirt or trouser crop without shoulders.
740	detail	?	?	?	Lower-body skirt or trouser crop without shoulders.
741	detail	?	?	?	Lower-body skirt or trouser crop without shoulders.
742	detail	?	?	?	Lower-body skirt or trouser crop without shoulders.
743	detail	?	?	?	Lower-body skirt or trouser crop without shoulders.
744	detail	?	?	?	Lower-body skirt or trouser crop without shoulders.
745	detail	?	?	?	Lower-body skirt or trouser crop without shoulders.
746	detail	?	?	?	Lower-body skirt or trouser crop without shoulders.
747	detail	?	?	?	Lower-body skirt or trouser crop without shoulders.
748	detail	?	?	?	Lower-body skirt or trouser crop without shoulders.
749	detail	?	?	?	Lower-body skirt or trouser crop without shoulders.
750	detail	?	?	?	Lower-body skirt or trouser crop without shoulders.
751	detail	?	?	?	Lower-body skirt or trouser crop without shoulders.
752	full	1.5	?	?	Black chained wide overalls over red tee; loose bib and trousers hide axes.
753	reject	?	?	?	Alternate overall pose.
754	detail	?	?	?	Shorts or trouser-only crop without shoulders.
755	detail	?	?	?	Shorts or trouser-only crop without shoulders.
756	detail	?	?	?	Shorts or trouser-only crop without shoulders.
757	detail	?	?	?	Shorts or trouser-only crop without shoulders.
