ordinal	view	build	shoulderHip	waist	presentation	evidence
420	full	1.5	?	?	D	Floral crop top and black skirt; side stance.
421	back	?	?	?	U	Rear pale shorts and printed cropped top.
422	partial	1.5	?	?	F	Lace fringed blouse and white shorts; arms raised and fringe hides waist.
423	partial	1.5	?	?	U	Blue graphic tee and shorts; loose waist and cropped hips.
424	full	1.5	?	?	U	Graphic tee and denim shorts; crossed-leg oblique pose.
425	reject	?	?	?	U	Repeated mustard skirt and printed top from 333.
426	full	1.5	?	?	D	Long black dress; held-out skirt conceals hips.
427	full	1.5	?	?	D	Loose white sleeveless dress and heels; waist hidden.
428	partial	1.5	?	?	D	Blue satin dress with lace neckline; hand at waist and flared skirt.
429	seated	1.5	?	?	U	Grey top and shorts; seated knees raised.
430	full	1.5	?	?	D	Lavender coat dress and tights; flared constructed skirt.
431	full	1.5	?	?	F	Dark crop top, denim shorts and heeled boots; angled stance.
432	seated	1.5	?	?	U	Red tee and leggings; raised arms and folded hips.
433	reject	?	?	?	U	Repeated jacket, tie and shorts from 387.
434	reject	?	?	?	U	Repeated lace blouse and red skirt from 368.
435	seated	1.5	?	?	U	Striped top and shorts with socks; reclined folded pose.
436	reject	?	?	?	U	Repeated black peplum top and cap from 395.
437	full	1.5	?	?	F	Black top and white shorts with heels; leaning sideways.
438	partial	1.5	?	?	F	Floral crop top, shorts and red open shirt; raised arms.
439	partial	1.5	?	?	F	Pink blouse and black shorts; high-angle view and raised arms.
440	partial	1.5	?	?	U	Dark sweatshirt and blue trousers; leaning crop.
441	seated	1.5	?	?	U	Red tank and dark shorts; folded seated angle.
442	partial	1.5	?	?	U	Loose blue cropped blouse and pale shorts; leaning arms.
443	partial	1.5	?	?	D	Yellow top and floral skirt; side pose.
444	partial	1.5	?	?	D	White printed dress; hands obscure shoulder and waist.
445	partial	1.5	?	?	D	Grey wrap dress; fabric and hands hide waist.
446	full	1.5	?	?	F	Gold tunic, coated leggings and heels; tunic hides hips.
447	full	1.5	?	?	U	Black belted coat and grey trousers; structured waist.
448	full	1.5	?	?	F	Pink lace top and fringed shorts with heels; tilted camera.
449	reject	?	?	?	U	Repeated striped tee and overalls from 363.
450	reject	?	?	?	U	Repeated white shirt and belted denim shorts from 385.
451	full	1.5	?	?	D	Short blue dress; jumping twisted pose.
452	partial	1.5	?	?	U	Dark graphic tee and shorts; raised arms.
453	seated	1.5	?	?	F	Black top, patterned trousers and heels; seated crossed legs.
454	full	1.5	?	?	D	Pink patterned dress; walking side view.
455	reject	?	?	?	U	Repeated red off-shoulder top and blue skirt from 351.
456	full	1.5	?	?	F	Dark top, pale shorts and heels; bent-forward pose.
457	partial	1.5	?	?	D	Pale fitted dress; side contour only.
458	partial	1.5	?	?	U	White cropped tank and distressed jeans; hands over hips.
459	reject	?	?	?	U	Repeated red long-sleeve dress from 305.
460	partial	1.5	?	?	U	Navy tee and denim shorts; raised arm and side stance.
461	partial	1.5	?	?	F	Black lace crop top, striped trousers and cardigan; raised arms.
462	reject	?	?	?	U	Repeated tunic and coated leggings silhouette from 446 in black.
463	partial	1.5	?	?	D	Purple draped blouse and black skirt; hands at waist.
464	full	1.5	?	?	D	Black sleeveless flared dress; skirt hides hips.
465	full	1.5	?	?	F	Blue fitted top and striped shorts with heels; side bent-leg pose.
466	full	1.5	?	?	D	Pale floral dress; raised leg and arm.
467	partial	1.5	?	?	U	Striped blouse and light shorts; raised arms.
468	reject	?	?	?	U	Repeated yellow tee and overalls from 393.
469	seated	1.5	?	?	F	Blue ruffled top, shorts and tights; reclined bent posture.
470	partial	1.5	?	?	D	Dark lace dress; close side crop hides hips.
471	partial	1.5	?	?	U	Grey waistcoat over tee; hands raised and hips cropped.
472	full	1.5	?	?	D	Pale dress and cardigan; raised arms and distant view.
473	full	1.5	?	?	F	Blue sleeveless top and shorts with heels; side bent-leg pose.
474	reject	?	?	?	U	Repeated blue cropped blouse and pale shorts from 442.
475	reject	?	?	?	U	Repeated white flared dress from 386.
476	reject	?	?	?	U	Repeated blue ruffled dress from 374.
477	full	1.5	?	?	D	Blue fringed crop top and checked skirt; angled waist and flared hips.
478	partial	1.5	?	?	U	Orange graphic tee; torso crop and hands at waist.
479	seated	1.5	?	?	D	Black sleeveless dress and heels; folded seated pose.
480	partial	1.5	?	?	U	Long black graphic tee; raised arm and hips covered.
481	seated	1.5	?	?	U	Dark graphic tee and denim shorts; kneeling pose.
482	seated	1.5	?	?	U	Green graphic tee, shorts and tights; folded seated pose.
483	seated	1.5	?	?	U	Pink graphic tee and denim shorts; leaning folded pose.
484	partial	1.5	?	?	D	Striped tee over white layer and navy skirt; leaning forward.
485	partial	1.5	?	?	F	Grey cropped tank and buttoned high-rise shorts; arms raised.
486	full	1.5	?	?	F	Yellow fitted tee, high-rise shorts and heels; side stance.
487	partial	1.5	?	?	F	Tied blue shirt, cropped tank and white shorts; hand over waist.
488	partial	1.5	?	?	F	Lace cropped top and long blue skirt; high-angle view and flared hips.
489	seated	1.5	?	?	D	Dark dress and open grey layer; distant seated profile.
490	full	1.5	?	?	D	Burgundy pinafore dress over grey tee; flared skirt hides hips.
491	reject	?	?	?	U	Repeated blue blouse and pale shorts from 442.
492	partial	1.5	?	?	D	Dark long-sleeve dress; leaning and arms obscure waist.
493	seated	1.5	?	?	D	Floral dress and black boots; reclined raised legs.
494	seated	1.5	?	?	D	Pale blue dress; seated side view.
495	full	1.5	?	?	U	Red checked sleeveless shirt and black trousers; high-angle walking view.
496	full	1.5	?	?	U	White tank and denim shorts; side silhouette only.
497	partial	?	?	?	U	Loose grey sleeveless top; crop and layers obscure build.
498	partial	1.5	?	?	D	Red coat dress and scarf; constructed waist and raised arm.
499	seated	1.5	?	?	D	White shirt dress; seated angled pose.
500	partial	1.5	?	?	D	Red strapless gown; bent torso and full skirt.
501	full	1.5	?	?	U	Orange exercise top and black capri leggings; turned lunge.
502	partial	2	?	?	D	Lime lace dress; side crop hides hip width.
503	reject	?	?	?	U	Repeated lime lace dress from 502.
504	full	1.5	?	?	D	Black top and turquoise skirt with heels; hands at waist.
505	partial	1.5	?	?	D	Pale fitted-bodice dress; raised hands and flared skirt.
506	partial	2	?	?	D	Printed one-shoulder belted dress; asymmetric sleeve and waist construction.
507	reject	?	?	?	U	Repeated printed belted dress from 506.
508	seated	2	?	?	D	Blue sleeveless top and patterned long skirt; reclined torso.
509	partial	1.5	?	?	D	Striped dress and navy coat; layered contours.
510	full	1.5	?	?	U	Grey tee and cropped wide trousers; arms crossed.
511	partial	1.5	?	?	F	Red coat, pale blouse and dark shorts; coat hides hips.
512	full	1.5	?	?	U	Grey cropped top and jeans; raised arms and side pose.
513	seated	1.5	?	?	F	Checked shirt, dark trousers and tall boots; folded seated pose.
514	seated	2	?	?	D	Turquoise wrap top and orange long skirt; seated side posture.
515	back	?	?	?	U	Rear open-back white blouse and orange shorts.
516	full	2	?	?	D	Blue strapless maxi dress; bodice construction and flared hips.
517	full	2	?	?	D	Coral blouse and tiered white skirt; loose waist.
518	full	1.5	?	?	D	Black off-shoulder top and textured short skirt; angled hip and raised arm.
519	full	1.5	?	?	U	Black sleeveless top and wide blue trousers; side pose.
520	partial	1.5	?	?	D	Black lace blouse and striped skirt; loose waist and crop.
521	partial	1.5	?	?	D	Pale knit and flared textured skirt; book hides waist.
522	partial	1.5	?	?	D	Red fitted strapless dress; arms raised and tilted hips.
523	seated	1.5	?	?	D	Brown off-shoulder dress; folded profile.
524	partial	1.5	?	?	U	Black crop top and white shorts; raised arms.
525	reject	?	?	?	U	Repeated black crop top and white shorts from 524.
526	partial	1.5	?	?	F	White off-shoulder lace top and patterned shorts; lace hides waist.
527	seated	2	?	?	U	Cream tee and denim shorts; seated legs apart.
528	partial	1.5	?	?	U	Grey sleeveless buttoned jumpsuit; hand obscures hips.
529	back	?	?	?	U	Rear seated grey jumpsuit view.
530	full	1.5	?	?	U	Loose white tee and shorts; waist concealed and stance angled.
531	seated	1.5	?	?	D	Striped off-shoulder dress; folded seated posture.
532	seated	1.5	?	?	D	Printed long-sleeve dress and heels; side seated pose.
533	seated	2	?	?	D	Multicolor halter dress; seated with draped skirt.
534	seated	1.5	?	?	D	Floral dress and heels; reclined bent legs.
535	partial	1.5	?	?	F	Pink floral romper; angled shoulders and raised hand.
536	reject	?	?	?	U	Repeated floral romper from 535.
537	full	1.5	?	?	F	Oversized tee and denim shorts with red heels; leg raised.
538	full	1.5	?	?	D	White sleeveless knit and black peplum skirt; hand at waist and constructed hips.
539	reject	?	?	?	U	Repeated white knit and black skirt from 538.
540	reject	?	?	?	U	Repeated white knit and black skirt from 538.
541	partial	1.5	?	?	F	Coral halter romper; gathered waist and hands obscure contour.
542	partial	1.5	?	?	D	Black floral off-shoulder dress; hip crop.
543	back	?	?	?	D	Rear black open-back dress view.
544	seated	1.5	?	?	D	Black lace dress; seated raised knee and arm.
545	partial	1.5	?	?	D	Grey tiered lace dress; flared layers obscure hips.
546	reject	?	?	?	U	Repeated grey lace dress from 545.
547	partial	1.5	?	?	U	Black sleeveless top and shorts; tilted torso and hand raised.
548	partial	1.5	?	?	U	Black sleeveless top and jeans; both hands at hips and angled pose.
549	full	1.5	?	?	U	White cropped tank and patterned wide trousers; loose hips.
550	seated	1.5	?	?	U	Black crop top and shorts; raised seated knee.
551	partial	1.5	?	?	F	Lace-sleeve black crop top and grey jeans; side pose.
552	seated	1.5	?	?	D	Floral short dress and heels; bent-forward seated torso.
553	partial	1.5	?	?	F	Blue open-back romper; side pose.
554	full	1.5	?	?	D	Black loose dress and white trainers; raised arms and bent legs.
555	full	1.5	?	?	F	White wrap blouse and grey shorts with heels; tucked fabric hides waist.
556	reject	?	?	?	U	Repeated white blouse and grey shorts from 555.
557	partial	1.5	?	?	F	Black deep-V jumpsuit; constructed waist and cropped legs.
558	partial	1.5	?	?	U	Green tank and jeans; crossed arms and tilted hips.
559	seated	1.5	?	?	D	Grey belted dress and heels; seated bent waist.
560	reject	?	?	?	U	Repeated grey belted dress from 559.
561	back	?	?	?	D	Rear open-back black gown view.
562	seated	?	?	?	D	Pale knit dress and fringed wrap; loose layers hide build.
563	reject	?	?	?	U	Repeated pale knit dress and wrap from 562.
564	seated	1.5	?	?	D	Pale dress and yellow jacket; reclined pose.
565	seated	1.5	?	?	U	Black sleeveless top and denim shorts; crouched bicycle pose.
566	seated	1.5	?	?	D	Strapless patterned maxi dress; seated gathered skirt.
567	partial	1.5	?	?	U	White top, dark trousers and blue outer shirt; layers hide waist.
568	full	1.5	?	?	F	White ruffled top and blue culottes with heels; flared trousers hide hips.
569	full	1.5	?	?	U	Long black coat and grey trousers; lifted leg and layered torso.
570	partial	1.5	?	?	F	Blue striped off-shoulder blouse and white shorts; bent head and loose waist.
571	full	1.5	?	?	F	Blue off-shoulder blouse, jeans and mustard heels; side pose.
572	full	?	?	?	U	Long tan coat and black trousers; contours hidden by coat.
573	full	1.5	?	?	U	Long grey sweater and distressed dark jeans; loose torso.
574	partial	1.5	?	?	D	White lace off-shoulder blouse and black skirt; hands at waist.
575	full	1.5	?	?	M	Blue trouser suit with white tee and trainers; jacket hides contours.
576	partial	1.5	?	?	D	Bomber jacket and pleated metallic skirt; layered waist and flared hips.
577	partial	1.5	?	?	M	Burgundy blazer, white blouse and dark trousers; jacket conceals contours.
578	reject	?	?	?	U	Repeated burgundy blazer and trousers from 577.
579	full	1.5	?	?	D	Black sleeveless skirt ensemble and heels; loose top hides waist.
580	full	1.5	?	?	D	Printed dress with tights and heeled boots; loose waist.
581	partial	1.5	?	?	U	White sleeveless top and wide jeans; hands obscure shoulders.
582	back	?	?	?	U	Rear tan shirt dress and boots.
583	full	1.5	?	?	F	Pink patterned top, lace shorts and heeled boots; loose waist.
584	full	1.5	?	?	U	Multicolor jacket and fitted dark trousers; torso layers.
585	full	1.5	?	?	F	Loose white blouse, jeans and red pumps; obscured waist.
586	partial	?	?	?	U	Long grey coat over black; torso hidden.
587	full	1.5	?	?	U	Black jacket, pink top and fitted trousers; jacket covers waist.
588	reject	?	?	?	U	Multiple overlapping foreground outfits.
589	full	1.5	?	?	U	Red structured jacket and dark trousers; concealed waist.
590	full	1.5	?	?	C	Black collared shirt, dark jeans and tan boots; hands at hips.
591	reject	?	?	?	U	Repeated black shirt and tan boots from 590.
592	full	2	?	?	U	Red tee and white shorts; raised leg and hand at hip.
593	full	1.5	?	?	D	Blue blouse and full black skirt; flared hips and raised arm.
594	seated	1.5	?	?	U	Black jacket and distressed trousers; bent seated torso.
595	back	?	?	?	U	Rear grey coat and black trousers.
596	partial	1.5	?	?	F	Patterned blouse, shorts and tights; turned torso.
597	full	1.5	?	?	F	Black cropped top, jacket and fitted trousers with tall boots; jacket covers waist.
598	full	2	?	1	U	Enlarged check: striped referee top shows moderate waist indentation; gloves and turned hips prevent shoulder comparison.
599	full	2	?	1	U	Enlarged check: pale fitted top and denim shorts support medium build and moderate waist; hands and tilted stance obscure hip width.
600	seated	1.5	?	?	F	Black lace top, blue shorts and heels; reclined folded pose.
601	partial	1.5	?	?	D	Black lace dress; hands at waist and skirt crop.
602	partial	?	?	?	U	Loose cherry-print dark top; obscured waist and crop.
603	full	1.5	?	?	D	White belted dress; side pose.
604	reject	?	?	?	U	Repeated white dress and red umbrella from 603.
605	full	1.5	?	?	F	Black crop top and trousers with strappy heels; trouser drape hides hip contour.
606	full	1.5	?	?	U	Grey tank and white shorts; hand at hip and wide-angle distortion.
607	partial	1.5	?	?	F	Navy peplum jacket and grey trousers; constructed waist.
608	reject	?	?	?	U	Several overlapping seated event outfits.
609	reject	?	?	?	U	Repeated black jacket and distressed trousers from 594.
610	partial	?	?	?	U	Grey shearling coat and black trousers; bulky torso.
611	reject	?	?	?	U	Repeated shearling coat from 610.
612	full	1.5	?	?	M	Dark blazer, grey blouse and pleated trousers; layered contours.
613	full	?	?	?	U	Oversized black coat and dark trousers; obscured torso.
614	reject	?	?	?	U	Repeated black coat from 613.
615	full	1.5	?	?	D	Grey graphic sweatshirt and black flared skirt; loose waist.
616	reject	?	?	?	U	Repeated grey sweatshirt and black skirt from 615.
617	partial	1.5	?	?	D	Green lace top and patterned flared skirt; skirt hides hips.
618	seated	1.5	?	?	U	Grey sleeveless vest and dark trousers; seated folded waist.
619	partial	1.5	?	?	U	Dark short-sleeve top; crossed arms and cropped hips.
620	partial	1.5	?	?	D	Pale yellow shift dress; waist hidden by straight cut.
621	seated	2	?	?	U	Blue blouse and jeans; cropped seated torso.
622	seated	1.5	?	?	U	Graphic grey tee and denim shorts; angled seated pose.
623	partial	2	?	?	U	Grey graphic tee and denim shorts; hands at hips.
624	partial	1.5	?	?	U	Black printed tee and blue shorts; high-angle crop.
625	full	1.5	?	?	D	Black dress and heeled boots; gathered skirt hides hips.
626	partial	1.5	?	?	U	Grey top and tan pleated trousers; crop and fabric conceal hips.
627	full	1.5	?	?	F	Striped sweater, leather shorts and tights with heeled boots; loose torso.
628	full	1.5	?	?	F	Yellow blouse, dark fitted trousers and blue heels; loose waist.
629	partial	1.5	?	?	U	Black top and pale shorts; arm raised and turned torso.
630	full	1.5	?	?	D	Yellow strapless dress; constructed bodice and moving pose.
631	seated	1.5	?	?	M	Black tailored suit; seated oblique torso.
632	partial	?	?	?	D	Black fur-textured coat and shiny skirt; bulky layers conceal build.
633	seated	2	?	?	U	Blue plaid blouse and jeans; folded seated waist.
634	partial	1.5	?	?	U	Green knit and denim shorts; loose waist and hip crop.
635	partial	1.5	?	?	U	Graphic tee, long cardigan and dark trousers; layered waist.
636	full	1.5	?	?	F	Graphic tee, black jacket and trousers with heels; hand at hip.
637	full	1.5	?	?	D	White sleeveless blouse and blue skirt; loose waist and skirt.
638	full	?	?	?	U	Dark jacket and trousers; distant layered silhouette.
639	partial	1.5	?	?	D	Blue strapless dress; structured bodice and hand at waist.
640	partial	1.5	?	?	U	White blouse and black textured layer; hips cropped.
641	partial	?	?	?	U	Dark heavy coat and white turtleneck; torso obscured.
642	reject	?	?	?	U	Two similarly prominent seated outfits.
643	full	1.5	?	?	U	Red patterned poncho and black trousers; loose torso.
644	full	1.5	?	?	M	Long black tailored coat over red checked shirt and trousers; covered waist.
645	full	1.5	?	?	U	White fleece-trim jacket and dark jeans; bulky torso.
646	full	1.5	?	?	F	Patterned long coat and heeled boots; covered waist and hips.
647	partial	?	?	?	U	Tan coat and striped scarf; folded arms obscure torso.
648	full	1.5	?	?	M	Long dark coat over shirt and tie with trousers; covered waist.
649	full	1.5	?	?	U	Tan coat, grey knit and pale jeans; layered torso.
650	full	1.5	?	?	D	Tan coat over black blouse and red skirt; covered proportions.
651	seated	?	?	?	D	Fur-textured coat, orange top and checked skirt; seated layers.
652	full	1.5	?	?	U	Grey sweatshirt and fitted dark jeans; arms crossed.
653	partial	1.5	?	?	D	Red cardigan and straight red skirt; knit drape and hip crop.
654	reject	?	?	?	U	Repeated red skirt outfit from 653 with overlapping people.
655	full	1.5	?	?	D	Long olive coat, scarf and flared white skirt; torso obscured.
656	full	1.5	?	?	D	Multicolor striped jacket and matching short skirt; structured layers.
657	full	1.5	?	?	D	Orange textured coat and short blue skirt; loose torso.
658	full	1.5	?	?	D	Cream cropped top and matching skirt under coat; angled pose.
659	full	1.5	?	?	F	Dark belted peacoat, grey trousers and heels; constructed torso.
660	full	?	?	?	U	Long bright blue coat; folded arms and obscured build.
661	seated	?	?	?	U	Pale coat and fur hat; seated layered torso.
662	reject	?	?	?	U	Repeated pale coat and fur hat from 661.
663	full	1.5	?	?	M	Oversized pale trouser suit and black cropped top; draped jacket.
664	full	1.5	?	?	U	Dark fur-trim jacket and light cropped jeans; bulky torso.
665	full	1.5	?	?	D	Black fringed dress and dark jacket; layered straight silhouette.
666	full	1.5	?	?	D	Color-block long dress over leggings; loose waist.
667	seated	1.5	?	?	F	Green sweater, black trousers and red heels; bicycle side view.
668	full	1.5	?	?	D	Tan belted coat dress and black tights; constructed waist.
669	full	1.5	?	?	U	Pale top and denim shorts under umbrella; distant dim view.
670	full	1.5	?	?	F	Pink top and floral wide trousers; distant and loose hips.
671	partial	1.5	?	?	D	Floral dress and black jacket; jacket obscures torso.
672	back	?	?	?	D	Rear floral open-back dress.
673	full	1.5	?	?	F	Black crop top, burgundy shorts and tall boots; raised arms and side stance.
674	full	1.5	?	?	F	Black textured jacket, coated trousers and pumps; side walking pose.
675	full	1.5	?	?	U	White crop tee and black shorts; raised arm and bent leg.
676	full	?	?	?	U	Distant grey coat and dark trousers; flying leaves and low detail.
677	full	1.5	?	?	U	Grey tee and pale denim shorts; loose waist.
678	full	1.5	?	?	U	Denim shirt and red fitted trousers; untucked waist and shoulder bag.
679	full	1.5	?	?	C	Pale blue buttoned shirt, dark trousers and red lace-up shoes; long shirt hides hips.
680	full	1.5	?	?	U	Black graphic tee and denim shorts; loose waist and hands at hips.
681	full	1.5	?	?	F	Pale tie-neck blouse and denim shorts with sandals; loose waist.
682	full	1.5	?	?	U	Pink tee, black fitted trousers and trainers; distant pose.
683	full	1.5	?	?	D	Red checked shirt over black midi dress; arms extended and skirt hides hips.
684	partial	1.5	?	?	D	Grey coat, collared knit and black pleated skirt; layered waist.
685	partial	?	?	?	U	Pale fur-textured coat and black trousers; build obscured.
686	full	1.5	?	?	D	Pale sleeveless maxi dress; gathered skirt hides hips.
687	partial	1.5	?	?	D	White blazer, graphic tee and pleated black skirt; layers hide waist.
688	partial	1.5	?	?	F	White blazer, sheer black top and jeans; raised arm and cropped hips.
689	partial	1.5	?	?	U	Graphic tank and dotted shorts; hand at hip.
690	partial	1.5	?	?	U	White graphic sleeveless top and black trousers; loose waist.
691	partial	1.5	?	?	U	Grey tank and pale shorts; tied plaid shirt hides hips.
692	partial	2.5	?	?	D	White lace dress and floral cardigan; loose waist and skirt.
693	partial	?	?	?	U	Padded brown jacket and scarf; torso obscured.
694	partial	1.5	?	?	D	White slip dress over dark straps; tilted torso and cropped hips.
695	full	1.5	?	?	U	Floral tank and fitted dark trousers; crossed arms obscure waist.
696	full	1.5	?	?	D	Black lace midi dress and pumps; skirt drape hides hips.
697	partial	1.5	?	?	D	Sheer black blouse and textured skirt; hand at waist and crop.
698	partial	2	?	?	D	Black strapless floral dress; structured bodice and tilted stance.
699	full	1.5	?	?	F	Black costume bodice, shorts and tall boots; constructed waist.
700	partial	1.5	?	?	D	White lace slip dress; loose hip drape.
701	reject	?	?	?	U	Repeated white lace dress from 700.
702	partial	2	?	?	U	Enlarged check: striped tank and denim shorts support medium build; turned hips and bent leg prevent reliable shape axes.
703	seated	1.5	?	?	D	Pink maxi dress; dark seated side view.
704	full	1.5	?	?	U	White sleeveless top, shorts and red boots; raised arm and distant angle.
705	full	2	?	?	D	Black belted dress; raised arm and full skirt.
706	full	1.5	0	1	F	Enlarged check: fitted crop top and jeans show approximately balanced shoulders and hips with moderate waist indentation; arms clear of torso.
707	partial	?	?	?	U	Pale patterned coat over black; layered torso and cropped hips.
708	full	1.5	?	?	F	Yellow jacket, long bright scarf and jeans with pink heels; obscured waist.
709	reject	?	?	?	U	Two overlapping seated foreground outfits.
710	partial	1.5	?	?	U	Black graphic tee and denim shorts; arms and object conceal waist.
711	seated	1.5	?	?	U	Pale tank and checked trousers; bent seated posture.
712	full	1.5	?	?	D	Pale lace crop top and blue flared skirt; hands at waist and hidden hips.
713	seated	1.5	?	?	D	Denim vest and pale blue skirt; folded seated pose.
714	full	1.5	?	?	D	Multicolor knit dress and tall socks; knit drape hides waist.
715	partial	1.5	?	?	D	Floral top and peach lace skirt; crossed arms obscure torso.
716	full	1.5	?	?	D	Oversized pale sweater dress, tights and boots; loose torso.
717	full	1.5	?	?	F	Loose black top, dark skort and ankle boots; gathered waist and clutch at hip.
718	full	1.5	?	?	U	Blue blouse and jeans; distant raised-arm pose with balloons.
719	full	1.5	?	?	U	Blue blouse and jeans; arms crossed and bent leg.
