ordinal	view	build	shoulderHip	waist	presentation	evidence
424	full	1.5	?	?	F	Long white tunic and leggings with heels; side pose.
425	full	1.5	?	?	D	Bow blouse, short skirt and blue tights; structured waist.
426	full	1.5	?	?	D	Dark green dress and white collar; garment contour.
427	full	2	?	?	D	Black-white lace dress; flared skirt.
428	full	1.5	?	?	D	Cream embellished gown; layered drape.
429	full	2.5	?	?	D	Teal belted flared dress; skirt hides hips.
430	full	1.5	?	?	D	Yellow full gown; garment volume.
431	full	1.5	?	?	D	Striped short flared dress; skirt volume.
432	full	1.5	?	?	C	Black jacket, scarf and shorts; loose layers.
433	back	?	?	?	D	Rear black mini and thigh boots.
434	full	2	?	?	D	Black lace gown; hands compress waist and structured gown prevents reliable axes on enlargement.
435	full	1.5	?	?	D	Long zebra-patterned dress; skirt obscures hips.
436	full	1.5	?	?	U	Tan flowing wide-leg ensemble; fabric hides contour.
437	partial	1.5	?	?	D	Pale strapless belted gown; structured bodice.
438	partial	1.5	?	?	D	Plum dress and dark cardigan; layered waist.
439	full	1.5	?	?	D	Burgundy jacket and black dress; layers.
440	partial	1.5	?	?	M	Burgundy tailored suit and bow blouse; structured silhouette.
441	partial	2	?	?	D	Pale skirt suit; structured jacket.
442	full	1.5	?	?	D	Teal shift mini; loose torso.
443	full	1.5	?	?	U	Loose white long top and pale trousers; draped contour.
444	full	1.5	0	1	D	Rainbow fitted pencil dress; front contour; recheck.
445	full	1.5	?	?	D	Textured pale skirt suit; jacket hides waist.
446	full	2	?	?	D	White bridal gown; structured bodice and full skirt.
447	partial	1.5	?	?	F	White cutout top and black shorts; tilted posture.
448	full	1.5	?	?	D	White asymmetric dress; draped waist.
449	full	1.5	?	?	D	Black strapless high-low gown; corset shaping.
450	partial	1.5	?	?	D	Black leather coatdress; structured tailoring.
451	full	1.5	?	?	D	Dark long-sleeve mini and thigh boots; dress-shaped contour.
452	full	1.5	?	?	D	Dark zip coatdress and boots; structured waist.
453	full	1.5	?	1	D	Teal fitted mini; tilted hips prevent width comparison.
454	full	1.5	?	?	D	Printed sleeveless blouse and black skirt; distant figure.
455	full	1.5	?	1	F	Orange bandeau and long pale skirt; side pose.
456	full	1.5	?	?	D	Black lace top and gathered skirt; skirt volume.
457	full	1.5	?	?	D	Black wrap dress and belt; garment shaping.
458	full	1.5	0	1	U	Black fitted tee and blue jeans; front contours; recheck.
459	full	?	?	?	D	Loose grey blouse and floral skirt; hidden torso.
460	partial	1.5	?	?	D	White loose short dress; flared drape.
461	full	1.5	?	?	D	Floral pencil dress with blue belt; belt-shaped waist.
462	full	?	?	?	D	Distant white full bridal gown; structured layers.
463	partial	1.5	?	?	D	Pink gathered dress with blue lace; hips obscured.
464	full	1.5	?	?	D	Olive shift dress; loose contour.
465	full	1.5	?	?	D	Orange floral maxi; flowing silhouette.
466	full	1.5	?	?	D	Cream embellished mini; loose waist contour.
467	full	1.5	?	?	D	White strapless flared mini; bodice shaping.
468	full	1.5	?	?	D	White printed maxi; loose drape.
469	full	1.5	0	1	D	Black-white fitted long dress; front contour; recheck.
470	full	2	?	?	D	Black top and ruffled pencil skirt; textured hips.
471	full	1.5	?	?	D	Dark sleeveless top and ruffled skirt; skirt volume.
472	full	1.5	?	?	D	Black strapless lace mini; lifted knee and flared skirt.
473	full	1.5	?	?	D	Colorful gathered mini; garment-shaped waist.
474	full	1.5	?	?	D	Pale halter mini; structured bodice and tilted hips.
475	full	1.5	?	?	D	Black shiny strapless gown; corseted bodice.
476	full	1.5	?	1	F	Fitted top and purple jeans; low angle and hand on hip obscure shoulder comparison on enlargement.
477	reject	?	?	?	F	Repeated fitted top/jeans runway styling in another colorway.
478	reject	?	?	?	F	Repeated fitted top/jeans runway styling in another colorway.
479	back	?	?	?	F	Rear top and decorated pale jeans.
480	full	1.5	?	?	F	Long dark vest and lime trousers with heels; layered contour.
481	full	2	?	?	D	Blue plaid belted dress; side camera and belt.
482	full	1.5	?	?	D	Orange dress and black sheer layer; gathered skirt.
483	full	2	?	?	D	White fitted top and grey lace skirt; hip contour hidden.
484	full	1.5	?	?	D	Red loose halter dress; draped body.
485	full	1.5	?	?	D	Red-black loose dress and tall boots; hidden waist.
486	full	1.5	?	?	D	Black printed loose dress; garment contour.
487	full	1.5	?	?	U	Navy tank and pale capri trousers; loose upper hips.
488	partial	1.5	?	?	D	Gold satin belted dress; garment shaping.
489	full	1.5	?	?	D	Gold embellished pencil dress; structured shoulders and waist prevent reliable axes on enlargement.
490	full	1.5	?	?	D	White lace gown; structured bodice and layered train.
491	full	1.5	?	?	D	Black short dress with long train and parasol; skirt shaping.
492	reject	?	?	?	D	Repeated parasol and black train dress from 491.
493	back	?	?	?	D	Rear white shift dress.
494	partial	1.5	?	?	F	Black belted blouse and glossy trousers; belt obscures waist.
495	partial	1.5	?	?	D	Black embellished mini and yellow tights; angled hips.
496	partial	1.5	?	?	D	Patterned knit and dark mini; bulky torso.
497	full	1.5	?	?	D	Black patterned mini and tights; loose contour.
498	full	1.5	?	?	D	Grey geometric shift dress; hidden waist.
499	full	1.5	?	?	U	Black halter wide-leg jumpsuit; draped hips.
500	back	?	?	?	D	Rear white strapless gown.
501	full	1.5	?	?	D	Lime long gown; flared skirt obscures hips.
502	full	1.5	?	?	F	Grey cropped knit and leather shorts; loose waist.
503	full	?	?	?	D	Distant long brown dress; contour too small.
504	full	2.5	?	?	D	Red offshoulder gown; structured drape hides axes.
505	full	2	?	?	U	Black sleeveless top and slim trousers; loose torso.
506	full	1.5	?	?	D	White sheer gown; flowing skirt hides hips.
507	full	1.5	?	?	U	Orange long coat and leggings; covered torso.
508	full	2	?	?	D	Black belted mini; garment cinches waist.
509	partial	1.5	?	?	D	White structured cutout gown; bodice shapes contour.
510	full	1.5	?	?	D	Fur collar and brown full skirt; layered contour.
511	full	1.5	?	?	D	Pale lace shift; loose waist.
512	partial	1.5	?	1	D	Pink embellished fitted dress; hip extent cropped.
513	seated	1.5	?	?	F	Black sleeveless top and red trousers; raised leg changes hips.
514	full	2	?	?	D	Black lace mermaid gown; structured bodice and skirt.
515	full	1.5	?	?	D	Green cutout sleeve top and printed mini; loose torso.
516	full	2	?	?	D	Grey textured belted mini; garment shapes waist.
517	full	2	?	?	D	Blue patterned halter dress; raised arms and drape.
518	back	?	?	?	U	Rear view in white top and orange maxi.
519	partial	2	?	?	F	Black lace top and white shorts; raised hands obscure shoulders.
520	full	1.5	?	?	D	Black top and pencil skirt; bent torso.
521	partial	2	?	1	D	Navy velvet fitted short dress; angled shoulders and cropped hips.
522	partial	?	?	?	U	Chunky white knit and black trousers; bulky top hides build.
523	partial	2	?	?	D	White strapless bridal gown; structured bodice.
524	full	1.5	?	?	F	Floral strapless wide leg jumpsuit; loose hips.
525	partial	1.5	?	?	D	Orange dress with huge shoulder ruffle; side pose.
526	partial	2	?	?	U	Loose tan knit; draped torso hides axes.
527	full	1.5	?	?	D	Black offshoulder midi; walking twist.
528	full	1.5	?	?	D	Pale embellished full skirt gown; skirt hides hips.
529	partial	2	?	?	D	Pink empire dress; angled and draped waist.
530	full	1.5	?	?	D	Black jacket and striped skirt; low angle side view.
531	full	1.5	?	?	D	White bridal halter gown; side pose.
532	full	1.5	?	?	D	White bridal gown; flowing skirt hides hips.
533	full	1.5	?	?	D	White flowing gown in profile.
534	full	2	?	?	D	Red dress with wide belt; cinched garment.
535	full	1.5	?	?	D	White button shirt and patterned skirt; loose shirt.
536	partial	1.5	?	?	D	Metallic cape over white dress; covered side view.
537	full	1.5	?	?	D	Pastel printed skirt ensemble; draped silhouette.
538	full	1.5	?	?	D	Blue peplum and yellow pencil skirt; peplum obscures waist.
539	full	1.5	?	?	D	Loose green tank and white mini; waist concealed.
540	full	1.5	?	?	D	Grey blazer and black mini; layered torso.
541	full	1.5	?	1	D	Coral fitted mini; hair obscures shoulder boundary on enlargement.
542	full	1.5	?	?	F	Graphic tank and black skinny trousers with heels; angled hips.
543	full	1.5	?	?	D	Striped flared midi; skirt hides hips.
544	full	1.5	?	?	D	Colorful printed shift; hand on hip and loose waist.
545	full	1.5	?	?	D	Geometric loose mini; draped torso.
546	full	1.5	?	?	D	Teal mini in side runway pose.
547	full	2	?	?	D	Grey draped long dress; garment hides waist and hips.
548	full	?	?	?	D	Oversized olive gathered dress; build concealed.
549	full	1.5	?	?	C	Black jacket and cropped trousers; layered torso.
550	full	1.5	?	?	D	Black sheer top and red highlow skirt; skirt obscures hips.
551	full	2	?	?	D	Black asymmetric long gown; sleeve and drape obscure axes.
552	full	1.5	?	?	F	Red black lace romper; loose silhouette.
553	full	1.5	?	?	F	Denim jacket and jeans with heels; layered torso.
554	full	2	?	?	F	White tank denim vest and jeans with heels; raised arm and leg.
555	partial	1.5	?	?	D	Grey asymmetric dress; draped contour.
556	partial	1.5	?	?	X	Tailored long vest and wide trousers with orange crop; layers obscure axes.
557	partial	1.5	?	?	D	Blue flared dress and white cardigan; layered waist.
558	full	1.5	?	?	D	Black shiny mini and gloves; belt shapes waist.
559	full	2	?	?	D	Purple black halter mini and tights; wide belt.
560	full	2	?	?	D	Black ruched strapless mini; structured gathering.
561	full	1.5	?	?	D	Furry jacket and glossy mini; covered torso.
562	full	1.5	?	?	F	Plum coat and black trousers; scarf and coat hide torso.
563	full	1.5	?	1	D	Fitted patterned sleeveless dress; tilted camera limits shoulder comparison.
564	full	1.5	?	?	D	Orange scarf and grey mini; small distant contours.
565	full	1.5	?	?	D	Grey draped mini; waist obscured.
566	full	1.5	?	?	D	Purple asymmetric dress; garment drape hides hips.
567	back	?	?	?	U	Rear view of purple dress.
568	partial	1.5	?	?	D	Black gathered strapless mini; structured bodice.
569	full	1.5	?	?	M	Yellow blazer and black slim trousers; tailored layers hide waist.
570	full	1.5	?	?	D	Bright patterned sheath mini; crossed legs change hip contour.
571	full	2	?	?	D	White collared flared mini; skirt obscures hips.
572	full	1.5	?	?	D	Leather mini with train and gloves; corset shapes waist.
573	full	1.5	?	?	D	Black floral wrap mini; wrap obscures waist contour.
574	full	1.5	?	?	C	Leather jacket and slim leather trousers; layered torso.
575	full	1.5	?	?	D	Black dotted fitflare dress; full skirt hides hips.
576	full	1.5	?	?	D	Lace straight dress; loose waist.
577	full	1.5	0	1	D	Black fitted mini; front contour candidate for enlarged check.
578	full	2	?	?	D	Black layered gown; corseted waist and full skirt.
579	full	2	?	?	D	Black tulle dress; high camera and flared skirt.
580	full	1.5	?	?	F	Black plunge jumpsuit; high camera and loose waist.
581	full	1.5	?	?	D	Plaid flared mini; high camera and hands at waist.
582	full	1.5	?	?	D	Patterned long split dress; high camera and drape.
583	full	1.5	?	?	D	Black leather feather hem dress; high camera.
584	full	1.5	?	?	D	Black mini with white collar; high camera and structured shoulders.
585	partial	1.5	?	?	D	Black mini with printed scarf; high camera and hands at waist.
586	partial	1.5	?	?	D	Dark fitted sleeveless dress; side pose and dark crop.
587	full	1.5	?	?	C	Black jacket scarf and patterned trousers; covered torso.
588	full	1.5	?	?	D	Orange printed flowing gown in profile.
589	full	1.5	?	?	D	Black lace shift; high camera and loose waist.
590	full	1.5	?	?	D	Blue ruffled dress; high camera and drape.
591	full	1.5	?	?	D	Orange fringed dress in profile.
592	partial	1.5	?	?	D	Metallic coat and mini with striped tights; layered contour.
593	full	1.5	?	?	D	White fringe shirt and grey skirt; waist hidden.
594	full	1.5	?	?	D	Pale jacket and pencil skirt; layered torso.
595	partial	1.5	?	?	D	White short dress in side view.
596	back	?	?	?	U	Rear view of gold gown.
597	full	2	?	?	D	Green embellished gown; structured bodice and skirt.
598	full	1.5	0	?	D	Navy mini; gathered elastic waist obscures underlying indentation on enlargement.
599	full	1.5	0	1	D	Black gold fitted mini nearfront; contour candidate for enlarged check.
600	full	1.5	?	?	F	Black ruffled blouse and white trousers; shoulder volume and tucked waist.
601	full	1.5	?	?	D	Yellow ruffled blouse and printed skirt; obscured shoulders.
602	full	2	?	?	D	Printed straight fringe dress; loose waist.
603	full	1.5	?	?	C	Printed blazer and black slim trousers; loose layers.
604	full	1.5	?	?	D	Black corseted ruffle gown; garment shapes contour.
605	full	1.5	?	?	D	Black blouse and pencil skirt; tucked fabric hides waist.
606	full	2	?	?	U	Loose white tank and black leggings; waist hidden.
607	full	1.5	?	?	D	Pink bow dress; bodice gathering hides waist.
608	full	1.5	?	?	D	Loose pale shirt and grey skirt; layered torso.
609	full	1.5	?	?	F	Floral loose tunic and jeans with heels; waist hidden.
610	full	?	?	?	M	Distant dark tailored suit; small low angle contours.
611	full	1.5	?	?	D	Red sleeveless dress in profile.
612	full	1.5	?	?	D	Long printed shift; loose waist and hips.
613	full	2	?	?	D	Pale loose shift; draped torso.
614	partial	1.5	?	?	U	Pale tee and trousers; angled cropped legs and loose top.
615	partial	1.5	?	?	U	Black top and checked trousers; low contrast loose waist.
616	full	?	?	?	D	Distant white jacket and printed mini; small contours.
617	full	?	?	?	D	Distant patterned dress; small contours.
618	full	1.5	?	?	D	Pink floral loose shift; waist hidden.
619	full	2	?	?	D	Blue orange printed shirtdress; loose waist.
620	full	1.5	?	?	D	Furry black short dress; low angle and bulky contour.
621	full	?	?	?	M	Distant brown blazer and black trousers; small contours.
622	full	1.5	?	?	D	Lime strapless dress; angled pose and hand at waist.
623	full	1.5	?	?	D	Metallic straight dress; draped waist.
624	full	1.5	?	?	D	Blazer and brown mini over leggings; covered torso.
625	full	1.5	?	?	D	White flowing gown; turned pose and skirt.
626	full	1.5	?	?	D	White sheer lace gown; skirt drapes across hips.
627	partial	2	?	?	D	Printed wrap dress; hand on waist and cropped hips.
628	back	?	?	?	U	Rear view of white bridal gown.
629	full	?	?	?	D	Distant white gown; contours too small.
630	partial	2	?	?	D	Red lace dress; profile and cropped hips.
631	full	1.5	?	1	D	Black fitted dress; turned shoulder and hand at waist.
632	full	1.5	?	?	D	White embellished gown; tilted camera and structured bodice.
633	full	2	?	1	D	Red fitted gown; hair covers shoulder outline.
634	full	?	?	?	D	Distant black gown; small contours.
635	partial	1.5	?	?	D	White bridal skirt and lace top; side pose and full skirt.
636	full	2	?	?	D	Grey lace pencil dress; wide waist panel and angled pose.
637	full	1.5	?	1	D	Blue fitted strapless mini; hair covers shoulders.
638	reject	?	?	?	U	Repeated metallic mini outfit as 637 in another color.
639	partial	1.5	?	?	D	Teal draped mini; garment gathers across waist.
640	full	1.5	?	?	D	Green sheer gown; structured bodice and skirt.
641	partial	1.5	?	?	D	White strapless flared gown; structured bodice.
642	full	1.5	?	?	D	Loose pale short dress; waist and hips concealed.
643	full	1.5	?	?	D	Dark top and patterned mini; draped top hides waist.
644	full	1.5	?	?	F	Printed top jeans and heels; loose top and wide stance.
645	partial	1.5	?	?	D	Orange strapless loose gown; waist concealed.
646	partial	2	?	?	D	Black structured dress; angled crop and hand over hips.
647	full	1.5	?	?	D	White sleeveless shirtdress; loose waist and turned pose.
648	back	?	?	?	U	Rear view of silver dress.
649	back	?	?	?	U	Rear view of grey peplum suit.
650	full	1.5	?	?	D	White satin dress; turned torso and hands on waist.
651	full	2	?	?	D	Dark asymmetric dress; loose shoulder and hand on hip.
652	full	2	?	?	F	Printed sleeveless top black trousers and heels; top hides waist.
653	full	1.5	?	?	D	White lace draped dress; skirt gathered at hips.
654	full	?	?	?	D	Distant white mini; small contours.
655	full	1.5	?	?	D	Metallic one shoulder gown; bodice drape and belt.
656	full	1.5	?	?	D	White bridal gown; structured bodice and full skirt.
657	partial	1.5	?	?	D	Pale pink draped dress; waist gathering.
658	partial	1.5	?	?	D	Orange top and gathered skirt; loose waist and side pose.
659	back	?	?	?	U	Rear view of brown draped dress.
660	full	2	?	?	D	Brown shirtdress; loose silhouette.
661	full	1.5	?	?	D	Pale asymmetric dress; loose waist and hips.
662	full	1.5	?	?	D	White short dress; side pose and flared skirt.
663	full	1.5	?	?	D	Yellow coat dress; shoulders and waist shaped by tailoring.
664	full	1.5	?	?	D	Floral offshoulder long dress; peplum hides hips.
665	full	1.5	?	?	D	Gold sheer layered dress; draped waist.
666	full	1.5	?	?	D	Brown knit top and pencil skirt; top falls loosely at waist.
667	full	1.5	?	?	D	Fur vest and gold short dress; covered torso.
668	full	1.5	?	?	D	Black peplum dress; belt and flare obscure waist.
669	full	1.5	?	?	D	White printed collared dress; loose waist.
670	full	1.5	?	1	U	Black fitted tank and jeans; hair obscures shoulder boundary on enlargement.
671	full	2	?	?	D	Black strapless gown; wide structured waist band.
672	full	?	?	?	D	Small low angle black long dress; contour uncertain.
673	full	2	?	?	D	White lace gown; arms cover waist and skirt flares.
674	full	1.5	?	?	D	Red embellished gown; low angle and hair cover shoulders.
675	full	1.5	?	?	D	Blue embellished mermaid gown; structured contour.
676	full	1.5	?	?	D	Purple strapless gown; structured bodice and full skirt.
677	full	1.5	?	?	D	Pink blouse and dark pencil skirt; angled shoulders and tucked blouse.
678	full	1.5	?	?	D	White tee and blue tiered mini; skirt hides hips.
679	full	1.5	?	?	D	Black flared midi; skirt hides hips.
680	full	1.5	?	1	D	Navy fitted dress; turned shoulders and hand at waist.
681	full	2	?	1	D	Grey fitted mini; wide stance and hands obscure hip comparison.
682	full	1.5	?	?	D	Black strapless long gown; gathered skirt and structured bodice.
683	full	1.5	?	?	F	Black corset and trousers; structured torso.
684	full	1.5	?	?	D	Blue patterned knee dress; straight waist with ruffles.
685	full	2	?	?	D	Black tailored sleeveless dress; structured waist.
686	full	1.5	?	?	X	Printed blazer and trousers with short tie blouse; layered contour.
687	full	1.5	?	?	C	Plaid jacket tank and jeans; layered torso.
688	full	2	?	?	M	Black tailored trouser suit; jacket shapes waist.
689	full	1.5	?	?	D	Fur collar jacket and grey pencil skirt; layered waist.
690	full	1.5	?	?	C	Brown fur collar coat and trousers; covered torso.
691	full	1.5	?	?	M	White blazer and slim trousers; layered waist.
692	full	1.5	?	?	D	Red gathered mini; drape hides waist and hips.
693	full	1.5	?	?	D	Grey lace gown; gathered hip fabric.
694	full	1.5	?	?	D	White strapless feather gown; structured torso and bulky skirt.
695	full	1.5	?	?	D	Pale peplum blouse and white mini; peplum hides waist.
696	full	1.5	?	?	D	Grey lace mini; side pose and small contour.
697	back	?	?	?	U	Rear view of printed strapless dress.
698	back	?	?	?	U	Rear view of blue top and black skirt.
699	back	?	?	?	U	Rear view of dark jacket and trousers.
700	full	1.5	?	?	F	Black gold top shorts and printed leggings; loose waist.
701	full	1.5	?	?	D	Pink blue loose long dress; waist hidden.
702	full	1.5	?	?	D	Printed shift with black sleeves; waist drapes.
703	full	1.5	?	1	U	Fitted black tank and loose patterned trousers; hips hidden.
704	partial	1.5	?	?	U	Loose pale sleeveless top and burgundy leggings; waist covered.
705	full	1.5	?	?	F	Graphic tank jeans and heels; loose torso.
706	full	1.5	?	?	D	Printed long strapless dress; structured bodice.
707	full	1.5	?	?	M	Textured dark trouser suit; loose jacket.
708	full	1.5	?	?	D	Blue loose shirt and pink mini with tights; covered waist.
709	full	2.5	0	1	D	Grey fitted short sleeve dress; nearfront contour candidate for enlarged check.
710	full	1.5	0	1	U	Pink fitted tank and dark short shorts; nearfront contour candidate for enlarged check.
711	full	1.5	?	?	D	Black split tunic and patterned skirt; layered torso.
712	full	1.5	?	?	D	Blue draped dress and red sleeves; scarf hides shoulders.
713	full	2	?	?	D	Striped top and sheer long skirt; loose waist.
714	full	1.5	?	?	F	Black strapless top and leggings with colored panels; structured waist.
715	back	?	?	?	U	Rear view of red flared dress.
716	back	?	?	?	U	Rear view of dark jacket and skirt.
717	full	2	?	?	U	Black loose jumpsuit over white tee; torso hidden.
718	full	1.5	?	?	D	Black long dress with striped neckline; draped waist.
719	full	1.5	?	?	M	Black wrap blazer and tailored trousers; jacket shapes waist.
720	full	2	?	?	D	Black dress and printed scarf; shoulder edges covered.
721	full	1.5	?	?	D	Black mermaid gown and textured shoulders; structured contour.
722	back	?	?	?	U	Rear view of black mermaid gown.
723	full	1.5	?	?	D	Brown jacket and white long dress; covered torso.
724	full	2	?	?	D	Black strapless satin dress; structured bodice and hip panels.
725	back	?	?	?	U	Rear view of white lace bridal gown.
726	full	1.5	?	?	D	Pale asymmetric shift; loose waist.
727	full	1.5	?	?	D	White full skirt bridal gown; structured waist.
728	full	2	?	?	D	White lace bridal gown; flared skirt hides hips.
729	full	2	?	?	D	Gold strapless embellished gown; structured contour.
730	full	1.5	?	?	D	Black tailored pencil dress; garment shapes waist.
731	full	1.5	?	?	D	Black long textured dress; bulky shoulder trim.
732	full	2	?	?	D	Pale loose midi; waist concealed.
733	full	1.5	?	?	D	Green red full skirt gown in profile.
734	full	1.5	?	?	D	Checked short dress in side view.
735	back	?	?	?	U	Rear view of white printed dress.
736	full	1.5	?	?	D	Black lace offshoulder gown; structured bodice.
737	partial	1.5	?	1	D	Grey fitted skirt and draped top; shoulder volume obscures comparison.
738	full	1.5	?	?	D	Red black flared midi; skirt conceals hips.
739	full	1.5	?	?	D	Black tiered flared dress in profile.
740	partial	1.5	?	?	M	Checked blazer shirt tie and trousers; layered contour.
741	full	1.5	?	?	C	Black jacket scarf shirt and slim trousers; covered torso.
742	reject	?	?	?	U	Additional cropped view of tank and patterned trousers already reviewed at 703.
743	full	1.5	?	?	U	Loose grey long sleeve top and blue leggings; waist concealed.
744	full	1.5	?	?	C	Long dark jacket patterned top and slim trousers; covered torso.
745	full	1.5	?	?	D	Pink flared lace mini; skirt hides hips.
746	full	1.5	?	?	D	White short bridal dress with train; profile.
747	partial	1.5	?	?	D	White bridal full skirt gown; side view.
748	full	1.5	?	?	D	White dress with pleated collar and train; profile.
749	partial	?	?	?	D	Distant red patterned dress with raised arms; build uncertain.
750	back	?	?	?	U	Distant rear view of striped dress.
751	full	1.5	?	?	D	Black colorblock long dress in profile.
752	full	1.5	?	?	D	Black flared mini and lace bodice; profile.
753	back	?	?	?	U	Rear view of loose white black hem dress.
754	partial	1.5	?	?	D	Tan long sleeve dress; side crop.
755	partial	1.5	?	?	D	Red belted dress; side view.
756	full	1.5	?	?	D	Black belted mini with lace hem; profile.
757	reject	?	?	?	U	Additional crop of pale loose dress already reviewed at 732.
758	partial	1.5	?	?	D	Purple full skirt gown; side distant crop.
759	partial	1.5	?	?	D	Blue printed tunic dress; loose contour.
760	full	1.5	?	?	F	Striped long sleeve jumpsuit; profile.
761	partial	1.5	?	?	D	Black loose sleeveless dress; side crop.
762	full	1.5	?	?	D	Printed sleeve top and black mini; profile.
763	full	1.5	?	?	M	Black tailored trouser suit in profile.
764	full	?	?	?	F	Distant pale patterned jumpsuit; small contours.
765	full	1.5	?	?	D	Red top and pale pencil skirt; profile.
766	full	1.5	?	?	D	Mauve short dress; profile.
767	partial	1.5	?	1	D	Black fitted long sleeve mini; hips cropped and walking angle.
768	full	1.5	?	?	D	Black sheer long dress; loose contour.
769	full	1.5	?	?	D	Blue draped mini; fabric gathering hides waist.
770	full	2	?	?	D	Black offshoulder short dress; turned torso.
771	back	?	?	?	U	Rear view of dark lace up mini.
772	full	1.5	?	?	F	White top and cropped leather trousers with heels; profile.
773	partial	1.5	?	?	D	Red gathered mini; waist shaped by garment.
774	full	1.5	?	?	F	Mustard draped blouse and cropped trousers with heels; waist concealed.
775	full	1.5	?	1	D	Silver fitted strapless mini; hair covers shoulder edges.
776	full	2	?	?	D	Black flared short sleeve dress; skirt hides hips.
777	full	1.5	?	?	D	Floral crop and wrap mini; high camera and angled pose.
778	full	?	?	?	D	Distant pale top and grey skirt; small contour.
779	full	1.5	?	?	D	White lace panel flared mini; skirt obscures hips.
780	full	1.5	?	?	D	Burgundy lace long dress; draped waist and hips.
781	full	1.5	?	?	F	Blue floral blazer yellow trousers and heels; covered torso.
782	full	1.5	?	?	D	Strapless blue printed maxi; structured waist and long skirt.
783	full	1.5	?	?	D	Asymmetric printed dress with train; angled hip contour.
784	full	1.5	?	?	D	Green flared short dress; hand on waist and full skirt.
785	partial	1.5	?	?	D	Grey belted jacket and white mini; covered waist.
786	full	1.5	?	?	D	Grey fitted dress with pale scarf; distant angled contour.
787	partial	1.5	?	?	D	Blue green printed dress; side pose and cropped feet.
788	partial	1.5	?	?	D	Leopard asymmetric mini; hand on waist and angled crop.
789	full	1.5	?	?	D	White strapless gathered mini; draped waist.
790	partial	1.5	?	?	D	Peach jacket green top and floral mini; layered waist.
791	partial	1.5	?	?	D	Brown jacket striped shirt tie and textured mini; covered contour.
792	partial	1.5	?	?	U	Pale jacket loose top and tan trousers; waist hidden.
793	partial	1.5	?	?	M	Textured grey jacket black turtleneck and trousers; covered contour.
794	partial	1.5	?	?	D	White jacket black top and white lace skirt; waist hidden.
795	full	1.5	?	?	F	Black draped top white shorts and heels; loose waist.
796	full	1.5	?	?	D	Black cream panel dress; loose waist.
797	full	1.5	?	?	D	Printed boxy blouse and orange pencil skirt; waist concealed.
798	full	?	?	?	D	Distant pink pencil dress; small contours and hands at waist.
799	full	?	?	?	M	Distant white blouse and black tailored wide trousers; small contour.
800	full	?	?	?	D	Distant dark lace pencil dress; small contour.
801	full	?	?	?	M	Distant dark tailored trouser suit; small contour.
802	full	?	?	?	D	Distant red flared dress; small contour.
803	full	2	?	?	D	Red draped long dress; cinched belt and hands at waist.
804	partial	1.5	?	?	D	Pale floral flared mini; turned torso and hand at waist.
805	partial	1.5	?	?	D	Teal blazer and pleated skirt; torso covered.
806	full	1.5	?	?	F	White structured peplum and slim satin trousers; peplum hides waist.
807	full	1.5	?	?	D	Fur jacket over red long dress; layered contour.
808	full	1.5	?	?	D	Dark long sleeve gown; tilted camera and draped hips.
809	reject	?	?	?	U	Distant duplicate of fur jacket red dress at 807.
810	full	2	?	?	D	Red wrap mini; hair covers shoulders and sash shapes waist.
811	full	1.5	?	?	D	Metallic asymmetric fitted mini; crossed legs and hands on waist.
812	full	1.5	?	?	D	Gold flared strapless dress; structured bodice and skirt.
813	back	?	?	?	U	Rear view of blue flowing dress.
814	full	1.5	?	?	F	Black blouse and printed shorts; turned torso and hand on waist.
815	full	1.5	?	?	D	Strapless printed long gown; structured bodice and skirt.
816	full	1.5	?	?	D	Pink jacket and dark printed mini; layered contour.
817	partial	1.5	?	?	D	Orange flowing dress; profile.
818	partial	1.5	?	?	D	White floral fitflare mini; flared skirt hides hips.
819	partial	1.5	?	?	D	Pale lace mini; raised arm and loose waist.
820	full	?	?	?	D	Distant multicolor draped midi; small contour.
821	full	?	?	?	D	Distant brown layered short dress; small contour.
822	partial	1.5	?	?	C	Olive long jacket red tee and trousers; covered torso.
823	partial	1.5	?	?	F	Pale halter top and black trousers; profile and hand at waist.
824	partial	1.5	?	?	D	Pink loose crop and orange printed mini; shoulder width and waist hidden.
825	full	?	?	?	D	Distant black patterned flared gown; small contour.
826	partial	1.5	?	?	U	Skull tank and black shorts; loose torso and head cropped.
827	full	1.5	?	?	D	Green embellished flared tunic and trousers; full skirt hides hips.
828	full	1.5	?	?	D	Pale belted trench dress; structured waist.
829	partial	1.5	?	?	D	White loose asymmetrical mini; torso concealed.
830	full	1.5	?	?	D	Blue patterned flared mini; skirt hides hips.
